movieId,image,title,genres
2188,2188.jpg,54 (1998),Drama
2190,2190.jpg,Why Do Fools Fall In Love? (1998),Drama
2193,2193.jpg,Willow (1988),Action|Adventure|Fantasy
2194,2194.jpg,"Untouchables, The (1987)",Action|Crime|Drama
2195,2195.jpg,Dirty Work (1998),Comedy
2196,2196.jpg,Knock Off (1998),Action
2201,2201.jpg,"Paradine Case, The (1947)",Drama
2202,2202.jpg,Lifeboat (1944),Drama|War
2203,2203.jpg,Shadow of a Doubt (1943),Crime|Drama|Thriller
2204,2204.jpg,Saboteur (1942),Mystery|Thriller
2205,2205.jpg,Mr. & Mrs. Smith (1941),Comedy|Romance
2206,2206.jpg,Suspicion (1941),Film-Noir|Mystery|Thriller
2207,2207.jpg,Jamaica Inn (1939),Drama
2208,2208.jpg,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
2210,2210.jpg,Sabotage (1936),Thriller
2211,2211.jpg,Secret Agent (1936),Thriller
2212,2212.jpg,"Man Who Knew Too Much, The (1934)",Drama|Thriller
2226,2226.jpg,"Ring, The (1927)",Drama
2227,2227.jpg,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
2231,2231.jpg,Rounders (1998),Drama
2232,2232.jpg,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2236,2236.jpg,Simon Birch (1998),Drama
2239,2239.jpg,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2240,2240.jpg,My Bodyguard (1980),Drama
2241,2241.jpg,Class (1983),Comedy
2243,2243.jpg,Broadcast News (1987),Comedy|Drama|Romance
2244,2244.jpg,"Allnighter, The (1987)",Comedy|Romance
2245,2245.jpg,Working Girl (1988),Comedy|Drama|Romance
2247,2247.jpg,Married to the Mob (1988),Comedy
2248,2248.jpg,Say Anything... (1989),Comedy|Drama|Romance
2249,2249.jpg,My Blue Heaven (1990),Comedy
2252,2252.jpg,Hero (1992),Comedy|Drama
2253,2253.jpg,Toys (1992),Comedy|Fantasy
2255,2255.jpg,Young Doctors in Love (1982),Comedy
2256,2256.jpg,Parasite (1982),Horror|Sci-Fi
2257,2257.jpg,No Small Affair (1984),Comedy|Romance
2259,2259.jpg,Blame It on Rio (1984),Comedy|Romance
2260,2260.jpg,Wisdom (1986),Crime|Drama
2261,2261.jpg,One Crazy Summer (1986),Comedy
2262,2262.jpg,About Last Night... (1986),Comedy|Drama|Romance
2263,2263.jpg,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
2264,2264.jpg,We're No Angels (1989),Comedy|Crime
2265,2265.jpg,Nothing But Trouble (1991),Adventure|Comedy
2266,2266.jpg,"Butcher's Wife, The (1991)",Comedy|Romance
2267,2267.jpg,Mortal Thoughts (1991),Mystery|Thriller
2268,2268.jpg,"Few Good Men, A (1992)",Crime|Drama|Thriller
2269,2269.jpg,Indecent Proposal (1993),Drama|Romance
2271,2271.jpg,Permanent Midnight (1998),Drama
2272,2272.jpg,One True Thing (1998),Drama
2273,2273.jpg,Rush Hour (1998),Action|Comedy|Crime|Thriller
2275,2275.jpg,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2278,2278.jpg,Ronin (1998),Action|Crime|Thriller
2279,2279.jpg,Urban Legend (1998),Horror|Thriller
2280,2280.jpg,Clay Pigeons (1998),Crime
2281,2281.jpg,Monument Ave. (1998),Action|Crime|Drama
2282,2282.jpg,Pecker (1998),Comedy|Drama
2283,2283.jpg,"Sheltering Sky, The (1990)",Drama
2286,2286.jpg,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
2287,2287.jpg,Them! (1954),Horror|Sci-Fi|Thriller
2288,2288.jpg,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2289,2289.jpg,"Player, The (1992)",Comedy|Crime|Drama
2290,2290.jpg,Stardust Memories (1980),Comedy|Drama
2291,2291.jpg,Edward Scissorhands (1990),Drama|Fantasy|Romance
2292,2292.jpg,Overnight Delivery (1998),Comedy|Romance
2294,2294.jpg,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2295,2295.jpg,"Impostors, The (1998)",Comedy
2296,2296.jpg,"Night at the Roxbury, A (1998)",Comedy
2297,2297.jpg,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2298,2298.jpg,Strangeland (1998),Thriller
2300,2300.jpg,"Producers, The (1968)",Comedy
2301,2301.jpg,History of the World: Part I (1981),Comedy|Musical
2302,2302.jpg,My Cousin Vinny (1992),Comedy
2303,2303.jpg,Nashville (1975),Drama|Musical
2304,2304.jpg,Love Is the Devil (1998),Drama
2306,2306.jpg,Holy Man (1998),Comedy
2307,2307.jpg,One Tough Cop (1998),Action|Crime
2310,2310.jpg,"Mighty, The (1998)",Drama
2311,2311.jpg,2010: The Year We Make Contact (1984),Sci-Fi
2312,2312.jpg,Children of a Lesser God (1986),Drama
2313,2313.jpg,"Elephant Man, The (1980)",Drama
2314,2314.jpg,Beloved (1998),Drama
2315,2315.jpg,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
2316,2316.jpg,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
2318,2318.jpg,Happiness (1998),Comedy|Drama
2320,2320.jpg,Apt Pupil (1998),Drama|Thriller
2321,2321.jpg,Pleasantville (1998),Comedy|Drama|Fantasy
2322,2322.jpg,Soldier (1998),Action|Sci-Fi|War
2323,2323.jpg,"Cruise, The (1998)",Documentary
2324,2324.jpg,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2325,2325.jpg,Orgazmo (1997),Comedy
2327,2327.jpg,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
2328,2328.jpg,Vampires (1998),Horror|Western
2329,2329.jpg,American History X (1998),Crime|Drama
2330,2330.jpg,Hands on a Hard Body (1996),Comedy|Documentary
2331,2331.jpg,Living Out Loud (1998),Comedy|Drama|Romance
2332,2332.jpg,Belly (1998),Crime|Drama
2333,2333.jpg,Gods and Monsters (1998),Drama
2334,2334.jpg,"Siege, The (1998)",Action|Thriller
2335,2335.jpg,"Waterboy, The (1998)",Comedy
2336,2336.jpg,Elizabeth (1998),Drama
2337,2337.jpg,Velvet Goldmine (1998),Drama
2338,2338.jpg,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2339,2339.jpg,I'll Be Home For Christmas (1998),Comedy|Romance
2340,2340.jpg,Meet Joe Black (1998),Romance
2342,2342.jpg,Hard Core Logo (1996),Comedy|Drama
2344,2344.jpg,Runaway Train (1985),Action|Adventure|Drama|Thriller
2346,2346.jpg,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
2347,2347.jpg,"Pope of Greenwich Village, The (1984)",Drama
2348,2348.jpg,Sid and Nancy (1986),Drama
2349,2349.jpg,Mona Lisa (1986),Comedy|Thriller
2350,2350.jpg,Heart Condition (1990),Comedy
2351,2351.jpg,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
2352,2352.jpg,"Big Chill, The (1983)",Comedy|Drama
2353,2353.jpg,Enemy of the State (1998),Action|Thriller
2354,2354.jpg,"Rugrats Movie, The (1998)",Animation|Children|Comedy
2355,2355.jpg,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2356,2356.jpg,Celebrity (1998),Comedy
2357,2357.jpg,Central Station (Central do Brasil) (1998),Drama
2358,2358.jpg,Savior (1998),Drama|War
2359,2359.jpg,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2360,2360.jpg,"Celebration, The (Festen) (1998)",Drama
2361,2361.jpg,Pink Flamingos (1972),Comedy
2362,2362.jpg,Glen or Glenda (1953),Drama
2363,2363.jpg,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
2364,2364.jpg,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
2365,2365.jpg,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2366,2366.jpg,King Kong (1933),Action|Adventure|Fantasy|Horror
2367,2367.jpg,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
2368,2368.jpg,King Kong Lives (1986),Adventure|Sci-Fi
2369,2369.jpg,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2370,2370.jpg,"Emerald Forest, The (1985)",Action|Adventure|Drama
2371,2371.jpg,Fletch (1985),Comedy|Crime|Mystery
2372,2372.jpg,Fletch Lives (1989),Comedy
2373,2373.jpg,Red Sonja (1985),Action|Adventure|Fantasy
2374,2374.jpg,Gung Ho (1986),Comedy|Drama
2375,2375.jpg,"Money Pit, The (1986)",Comedy
2376,2376.jpg,"View to a Kill, A (1985)",Action|Adventure|Thriller
2377,2377.jpg,Lifeforce (1985),Horror|Sci-Fi
2378,2378.jpg,Police Academy (1984),Comedy|Crime
2379,2379.jpg,Police Academy 2: Their First Assignment (1985),Comedy|Crime
2380,2380.jpg,Police Academy 3: Back in Training (1986),Comedy|Crime
2381,2381.jpg,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
2382,2382.jpg,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
2383,2383.jpg,Police Academy 6: City Under Siege (1989),Comedy|Crime
2384,2384.jpg,Babe: Pig in the City (1998),Adventure|Children|Drama
2385,2385.jpg,Home Fries (1998),Comedy|Romance
2387,2387.jpg,Very Bad Things (1998),Comedy|Crime
2388,2388.jpg,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
2389,2389.jpg,Psycho (1998),Crime|Horror|Thriller
2390,2390.jpg,Little Voice (1998),Comedy
2391,2391.jpg,"Simple Plan, A (1998)",Crime|Drama|Thriller
2392,2392.jpg,Jack Frost (1998),Children|Comedy|Drama
2393,2393.jpg,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2394,2394.jpg,"Prince of Egypt, The (1998)",Animation|Musical
2395,2395.jpg,Rushmore (1998),Comedy|Drama
2396,2396.jpg,Shakespeare in Love (1998),Comedy|Drama|Romance
2398,2398.jpg,Miracle on 34th Street (1947),Comedy|Drama
2399,2399.jpg,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
2400,2400.jpg,Prancer (1989),Children|Drama|Fantasy
2401,2401.jpg,Pale Rider (1985),Western
2402,2402.jpg,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
2403,2403.jpg,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
2404,2404.jpg,Rambo III (1988),Action|Adventure|Thriller|War
2405,2405.jpg,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2406,2406.jpg,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2407,2407.jpg,Cocoon (1985),Comedy|Sci-Fi
2408,2408.jpg,Cocoon: The Return (1988),Comedy|Sci-Fi
2409,2409.jpg,Rocky II (1979),Action|Drama
2410,2410.jpg,Rocky III (1982),Action|Drama
2411,2411.jpg,Rocky IV (1985),Action|Drama
2412,2412.jpg,Rocky V (1990),Action|Drama
2413,2413.jpg,Clue (1985),Comedy|Crime|Mystery|Thriller
2414,2414.jpg,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
2415,2415.jpg,Violets Are Blue... (1986),Drama|Romance
2416,2416.jpg,Back to School (1986),Comedy
2417,2417.jpg,Heartburn (1986),Comedy|Drama
2418,2418.jpg,Nothing in Common (1986),Comedy
2419,2419.jpg,Extremities (1986),Drama|Thriller
2420,2420.jpg,"Karate Kid, The (1984)",Drama
2421,2421.jpg,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2422,2422.jpg,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2423,2423.jpg,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2424,2424.jpg,You've Got Mail (1998),Comedy|Romance
2425,2425.jpg,"General, The (1998)",Crime
2427,2427.jpg,"Thin Red Line, The (1998)",Action|Drama|War
2428,2428.jpg,"Faculty, The (1998)",Horror|Sci-Fi
2429,2429.jpg,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
2430,2430.jpg,Mighty Joe Young (1949),Adventure|Children|Drama
2431,2431.jpg,Patch Adams (1998),Comedy|Drama
2432,2432.jpg,Stepmom (1998),Drama
2433,2433.jpg,"Civil Action, A (1998)",Drama
2435,2435.jpg,Hurlyburly (1998),Drama
2436,2436.jpg,Tea with Mussolini (1999),Comedy|Drama|War
2439,2439.jpg,Affliction (1997),Drama
2442,2442.jpg,Hilary and Jackie (1998),Drama
2443,2443.jpg,Playing by Heart (1998),Drama|Romance
2445,2445.jpg,At First Sight (1999),Drama
2446,2446.jpg,In Dreams (1999),Horror|Thriller
2447,2447.jpg,Varsity Blues (1999),Comedy|Drama
2448,2448.jpg,Virus (1999),Horror|Sci-Fi
2450,2450.jpg,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2451,2451.jpg,"Gate, The (1987)",Horror
2453,2453.jpg,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2454,2454.jpg,"Fly, The (1958)",Horror|Mystery|Sci-Fi
2455,2455.jpg,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2456,2456.jpg,"Fly II, The (1989)",Horror|Sci-Fi
2457,2457.jpg,Running Scared (1986),Action|Comedy
2458,2458.jpg,Armed and Dangerous (1986),Comedy|Crime
2459,2459.jpg,"Texas Chainsaw Massacre, The (1974)",Horror
2460,2460.jpg,"Texas Chainsaw Massacre 2, The (1986)",Horror
2462,2462.jpg,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
2463,2463.jpg,Ruthless People (1986),Comedy
2465,2465.jpg,Deadly Friend (1986),Horror
2467,2467.jpg,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2468,2468.jpg,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2469,2469.jpg,Peggy Sue Got Married (1986),Comedy|Drama
2470,2470.jpg,Crocodile Dundee (1986),Adventure|Comedy
2471,2471.jpg,Crocodile Dundee II (1988),Action|Adventure|Comedy
2472,2472.jpg,Tough Guys (1986),Comedy
2473,2473.jpg,Soul Man (1986),Comedy
2474,2474.jpg,"Color of Money, The (1986)",Drama
2475,2475.jpg,52 Pick-Up (1986),Action|Mystery|Thriller
2476,2476.jpg,Heartbreak Ridge (1986),Action|War
2477,2477.jpg,Firewalker (1986),Adventure
2478,2478.jpg,¡Three Amigos! (1986),Comedy|Western
2481,2481.jpg,My Name Is Joe (1998),Drama|Romance
2482,2482.jpg,Still Crazy (1998),Comedy|Romance
2483,2483.jpg,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
2485,2485.jpg,She's All That (1999),Comedy|Romance
2488,2488.jpg,Peeping Tom (1960),Drama|Horror|Thriller
2490,2490.jpg,Payback (1999),Action|Thriller
2491,2491.jpg,Simply Irresistible (1999),Comedy|Romance
2492,2492.jpg,20 Dates (1998),Comedy|Romance
2493,2493.jpg,"Harmonists, The (1997)",Drama
2494,2494.jpg,"Last Days, The (1998)",Documentary
2495,2495.jpg,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
2496,2496.jpg,Blast from the Past (1999),Comedy|Romance
2497,2497.jpg,Message in a Bottle (1999),Romance
2498,2498.jpg,My Favorite Martian (1999),Comedy|Sci-Fi
2500,2500.jpg,Jawbreaker (1999),Comedy
2501,2501.jpg,October Sky (1999),Drama
2502,2502.jpg,Office Space (1999),Comedy|Crime
2503,2503.jpg,"Apple, The (Sib) (1998)",Drama
2504,2504.jpg,200 Cigarettes (1999),Comedy|Drama
2505,2505.jpg,8MM (1999),Drama|Mystery|Thriller
2506,2506.jpg,"Other Sister, The (1999)",Comedy|Drama|Romance
2511,2511.jpg,"Long Goodbye, The (1973)",Crime|Film-Noir
2512,2512.jpg,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama
2513,2513.jpg,Pet Sematary (1989),Horror
2514,2514.jpg,Pet Sematary II (1992),Comedy|Horror
2515,2515.jpg,Children of the Corn II: The Final Sacrifice (1993),Horror
2516,2516.jpg,Children of the Corn III (1994),Horror
2517,2517.jpg,Christine (1983),Horror
2518,2518.jpg,Night Shift (1982),Comedy
2520,2520.jpg,Airport (1970),Drama
2521,2521.jpg,Airport 1975 (1974),Action|Drama|Thriller
2522,2522.jpg,Airport '77 (1977),Drama
2523,2523.jpg,Rollercoaster (1977),Drama|Thriller
2524,2524.jpg,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
2525,2525.jpg,Alligator (1980),Action|Horror|Sci-Fi
2526,2526.jpg,Meteor (1979),Sci-Fi
2527,2527.jpg,Westworld (1973),Action|Sci-Fi|Thriller|Western
2528,2528.jpg,Logan's Run (1976),Action|Adventure|Sci-Fi
2529,2529.jpg,Planet of the Apes (1968),Action|Drama|Sci-Fi
2530,2530.jpg,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2531,2531.jpg,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2532,2532.jpg,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2533,2533.jpg,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2534,2534.jpg,Avalanche (1978),Action
2535,2535.jpg,Earthquake (1974),Action|Drama|Thriller
2537,2537.jpg,Beyond the Poseidon Adventure (1979),Adventure
2538,2538.jpg,Dancemaker (1998),Documentary
2539,2539.jpg,Analyze This (1999),Comedy
2540,2540.jpg,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2541,2541.jpg,Cruel Intentions (1999),Drama
2542,2542.jpg,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2544,2544.jpg,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance
2546,2546.jpg,"Deep End of the Ocean, The (1999)",Drama
2548,2548.jpg,"Rage: Carrie 2, The (1999)",Horror
2549,2549.jpg,Wing Commander (1999),Action|Sci-Fi
2550,2550.jpg,"Haunting, The (1963)",Horror|Thriller
2551,2551.jpg,Dead Ringers (1988),Drama|Horror|Thriller
2552,2552.jpg,My Boyfriend's Back (1993),Comedy
2553,2553.jpg,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2554,2554.jpg,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2555,2555.jpg,Baby Geniuses (1999),Comedy
2557,2557.jpg,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
2558,2558.jpg,Forces of Nature (1999),Comedy|Romance
2559,2559.jpg,"King and I, The (1999)",Animation|Children
2560,2560.jpg,Ravenous (1999),Horror|Thriller
2561,2561.jpg,True Crime (1999),Crime|Thriller
2563,2563.jpg,Dangerous Beauty (1998),Drama
2565,2565.jpg,"King and I, The (1956)",Drama|Musical|Romance
2566,2566.jpg,Doug's 1st Movie (1999),Animation|Children
2567,2567.jpg,EDtv (1999),Comedy
2568,2568.jpg,"Mod Squad, The (1999)",Action|Crime
2570,2570.jpg,"Walk on the Moon, A (1999)",Drama|Romance
2571,2571.jpg,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2572,2572.jpg,10 Things I Hate About You (1999),Comedy|Romance
2573,2573.jpg,Tango (1998),Drama|Musical
2574,2574.jpg,"Out-of-Towners, The (1999)",Comedy
2575,2575.jpg,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
2577,2577.jpg,Metroland (1997),Comedy|Drama
2579,2579.jpg,Following (1998),Crime|Mystery|Thriller
2580,2580.jpg,Go (1999),Comedy|Crime
2581,2581.jpg,Never Been Kissed (1999),Comedy|Romance
2582,2582.jpg,Twin Dragons (Shuang long hui) (1992),Action|Comedy
2583,2583.jpg,Cookie's Fortune (1999),Comedy|Drama
2585,2585.jpg,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2586,2586.jpg,Goodbye Lover (1999),Comedy|Crime|Thriller
2587,2587.jpg,Life (1999),Comedy|Crime|Drama
2589,2589.jpg,Friends & Lovers (1999),Comedy|Drama|Romance
2590,2590.jpg,Hideous Kinky (1998),Drama
2593,2593.jpg,"Monster, The (Mostro, Il) (1994)",Comedy
2594,2594.jpg,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
2596,2596.jpg,SLC Punk! (1998),Comedy|Drama
2597,2597.jpg,Lost & Found (1999),Comedy|Romance
2598,2598.jpg,Pushing Tin (1999),Comedy
2599,2599.jpg,Election (1999),Comedy
2600,2600.jpg,eXistenZ (1999),Action|Sci-Fi|Thriller
2605,2605.jpg,Entrapment (1999),Crime|Thriller
2606,2606.jpg,Idle Hands (1999),Comedy|Horror
2607,2607.jpg,Get Real (1998),Drama|Romance
2609,2609.jpg,"King of Masks, The (Bian Lian) (1996)",Drama
2611,2611.jpg,"Winslow Boy, The (1999)",Drama
2612,2612.jpg,Mildred Pierce (1945),Drama|Film-Noir
2613,2613.jpg,Night of the Comet (1984),Comedy|Horror|Sci-Fi
2614,2614.jpg,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
2615,2615.jpg,My Science Project (1985),Adventure|Sci-Fi
2616,2616.jpg,Dick Tracy (1990),Action|Crime
2617,2617.jpg,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2618,2618.jpg,"Castle, The (1997)",Comedy
2620,2620.jpg,This Is My Father (1998),Drama|Romance
2622,2622.jpg,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
2623,2623.jpg,Trippin' (1999),Comedy
2624,2624.jpg,After Life (Wandafuru raifu) (1998),Drama|Fantasy
2625,2625.jpg,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
2628,2628.jpg,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2629,2629.jpg,"Love Letter, The (1999)",Comedy|Romance
2630,2630.jpg,Besieged (a.k.a. L' Assedio) (1998),Drama
2632,2632.jpg,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
2633,2633.jpg,"Mummy, The (1932)",Horror|Romance
2634,2634.jpg,"Mummy, The (1959)",Horror
2639,2639.jpg,Mommie Dearest (1981),Drama
2640,2640.jpg,Superman (1978),Action|Adventure|Sci-Fi
2641,2641.jpg,Superman II (1980),Action|Sci-Fi
2642,2642.jpg,Superman III (1983),Action|Adventure|Sci-Fi
2643,2643.jpg,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2644,2644.jpg,Dracula (1931),Horror
2648,2648.jpg,Frankenstein (1931),Drama|Horror|Sci-Fi
2651,2651.jpg,Frankenstein Meets the Wolf Man (1943),Horror
2652,2652.jpg,"Curse of Frankenstein, The (1957)",Horror
2654,2654.jpg,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2655,2655.jpg,Howling II: Your Sister Is a Werewolf (1985),Horror
2656,2656.jpg,Tarantula (1955),Horror|Sci-Fi
2657,2657.jpg,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2659,2659.jpg,It Came from Hollywood (1982),Comedy|Documentary
2660,2660.jpg,"Thing from Another World, The (1951)",Horror|Sci-Fi
2661,2661.jpg,It Came from Outer Space (1953),Sci-Fi
2662,2662.jpg,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2664,2664.jpg,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2665,2665.jpg,Earth vs. the Flying Saucers (1956),Sci-Fi
2668,2668.jpg,Swamp Thing (1982),Horror|Sci-Fi
2669,2669.jpg,Pork Chop Hill (1959),War
2670,2670.jpg,Run Silent Run Deep (1958),War
2671,2671.jpg,Notting Hill (1999),Comedy|Romance
2672,2672.jpg,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2674,2674.jpg,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy
2676,2676.jpg,Instinct (1999),Drama|Thriller
2677,2677.jpg,Buena Vista Social Club (1999),Documentary|Musical
2681,2681.jpg,Free Enterprise (1998),Comedy|Romance|Sci-Fi
2682,2682.jpg,Limbo (1999),Drama
2683,2683.jpg,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2686,2686.jpg,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2687,2687.jpg,Tarzan (1999),Adventure|Animation|Children|Drama
2688,2688.jpg,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2690,2690.jpg,"Ideal Husband, An (1999)",Comedy|Romance
2691,2691.jpg,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
2692,2692.jpg,Run Lola Run (Lola rennt) (1998),Action|Crime
2693,2693.jpg,Trekkies (1997),Documentary
2694,2694.jpg,Big Daddy (1999),Comedy
2695,2695.jpg,"Boys, The (1998)",Drama
2696,2696.jpg,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
2697,2697.jpg,My Son the Fanatic (1997),Comedy|Drama|Romance
2698,2698.jpg,Zone 39 (1997),Sci-Fi
2699,2699.jpg,Arachnophobia (1990),Comedy|Horror
2700,2700.jpg,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2701,2701.jpg,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2702,2702.jpg,Summer of Sam (1999),Drama
2706,2706.jpg,American Pie (1999),Comedy|Romance
2707,2707.jpg,Arlington Road (1999),Thriller
2708,2708.jpg,"Autumn Tale, An (Conte d'automne) (1998)",Romance
2709,2709.jpg,Muppets From Space (1999),Children|Comedy
2710,2710.jpg,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2712,2712.jpg,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2713,2713.jpg,Lake Placid (1999),Horror|Thriller
2716,2716.jpg,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2717,2717.jpg,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2718,2718.jpg,Drop Dead Gorgeous (1999),Comedy
2719,2719.jpg,"Haunting, The (1999)",Horror|Thriller
2720,2720.jpg,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2722,2722.jpg,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2723,2723.jpg,Mystery Men (1999),Action|Comedy|Fantasy
2724,2724.jpg,Runaway Bride (1999),Comedy|Romance
2725,2725.jpg,Twin Falls Idaho (1999),Drama
2726,2726.jpg,"Killing, The (1956)",Crime|Film-Noir
2727,2727.jpg,Killer's Kiss (1955),Crime|Film-Noir
2728,2728.jpg,Spartacus (1960),Action|Drama|Romance|War
2729,2729.jpg,Lolita (1962),Drama|Romance
2730,2730.jpg,Barry Lyndon (1975),Drama|Romance|War
2731,2731.jpg,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
2732,2732.jpg,Jules and Jim (Jules et Jim) (1961),Drama|Romance
2733,2733.jpg,Vibes (1988),Adventure|Comedy|Romance
2734,2734.jpg,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
2735,2735.jpg,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
2736,2736.jpg,Brighton Beach Memoirs (1986),Comedy
2737,2737.jpg,Assassination (1987),Action|Drama|Thriller
2738,2738.jpg,Crimes of the Heart (1986),Comedy|Drama
2739,2739.jpg,"Color Purple, The (1985)",Drama
2740,2740.jpg,"Kindred, The (1986)",Horror|Sci-Fi
2741,2741.jpg,No Mercy (1986),Action|Crime|Thriller
2742,2742.jpg,Ménage (Tenue de soirée) (1986),Comedy|Drama
2743,2743.jpg,Native Son (1986),Drama
2744,2744.jpg,Otello (1986),Drama
2745,2745.jpg,"Mission, The (1986)",Drama
